"prey_class","prey_order","prey_family","prey_sp","life_stage","vert_habitat","horz_habitat","diel_migrant","diel_migrant_cat","refuge","refuge_cat","season_migrant","season_cat","body_shape","l_max","phys_defense","transparent","col_disrupt","silver","countershade","gregarious_primary","trophic_level","fisheries_status"
"Hydrozoa","Siphonophorae","Diphyidae","Chelophyes appendiculata","adult","epipelagic","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",0.2,1,"1","0","0","0","schooling","NA","none"
"Malacostraca","Decapoda","Acanthephyridae","Acanthephyra pelagica","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",27,1,"0","0","0","0","schooling","NA","none"
"Malacostraca","Decapoda","Acanthephyridae","Acanthephyra pelagica","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",2.8,1,"0","0","0","0","schooling","NA","none"
"Malacostraca","Decapoda","Munididae","Pleuroncodes planipes","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","1","season_yes","globiform",0.72,1,"1","0","0","0","schooling","NA","none"
"Malacostraca","Decapoda","Oplophpridae","Systellaspis debilis","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",1.7,1,"0","0","0","0","schooling","3.32","none"
"Malacostraca","Decapoda","Oplophpridae","Systellaspis debilis","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",1.054,1,"0","0","0","0","schooling","NA","none"
"Malacostraca","Decapoda","Oplophpridae","Systellaspis debilis","larva","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","1","season_yes","elongated",0.462,1,"1","0","0","0","schooling","NA","none"
"Malacostraca","Decapoda","Polybiidae","Polybius henslowii","adult","epipelagic","continental shelf","NA","diel_UN","1","refuge_yes","0","season_no","depressiform",4.4,1,"0","1","0","0","shoaling","3.46","none"
"Malacostraca","Decapoda","Polybiidae","Polybius henslowii","juvenile","epipelagic","continental shelf","NA","diel_UN","1","refuge_yes","0","season_no","depressiform",3.78,1,"0","1","0","0","shoaling","NA","none"
"Actinopterygii","Perciformes","Scombridae","Katsuwonus pelamis","adult","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",110,1,"0","1","1","1","schooling","4.43","highly commercial"
"Actinopterygii","Perciformes","Scombridae","Katsuwonus pelamis","juvenile","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",40,1,"0","0","1","1","schooling","NA","none"
"Actinopterygii","Perciformes","Scombridae","Scomber scombrus","adult","epipelagic","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",60,1,"0","1","1","1","schooling","3.63","highly commercial"
"Actinopterygii","Perciformes","Scombridae","Scomber scombrus","juvenile","epipelagic","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",28.7,1,"0","0","1","1","schooling","NA","none"
"Actinopterygii","Perciformes","Coryphaenidae","Coryphaena hippurus","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",14,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Cranchiidae","Teuthowenia megalops","juvenile","epipelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","globiform",18.2,0,"1","1","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Cranchiidae","Teuthowenia megalops","larva","epipelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","globiform",8.5,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis borealijaponica","adult","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",37,0,"0","1","0","0","schooling","4.5","commercial"
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis borealijaponica","juvenile","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",25,0,"0","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis borealijaponica","larva","epipelagic","oceanic","0","diel_no","0","refuge_no","1","season_yes","fusiform",0.35,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis felis","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",8,0,"1","1","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis felis","juvenile","epipelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",3,0,"1","1","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis felis","larva","epipelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",0.53,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis volatilis","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",31,0,"0","1","0","0","schooling","3.67","potential"
"Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis volatilis","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",13,0,"0","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis volatilis","larva","epipelagic","oceanic","0","diel_no","0","refuge_no","1","season_yes","fusiform",0.54,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Octopoda","Argonautidae","Argonauta nouryi","larva","epipelagic","oceanic","0","diel_no","0","refuge_no","NA","season_NA","globiform",0.62,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Ommastrephidae","Hyaloteuthis pelagica","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",9,0,"0","1","0","0","schooling","3.8","none"
"Cephalopoda","Oegopsida","Ommastrephidae","Hyaloteuthis pelagica","juvenile","epipelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",4.6,0,"0","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Ommastrephidae","Hyaloteuthis pelagica","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",0.65,0,"1","1","0","0","schooling","NA","none"
"Cephalopoda","Octopoda","Octopodidae","Octopus vulgaris","adult","benthic","reef-associated","0","diel_no","1","refuge_yes","1","season_yes","fusiform",25,0,"0","1","0","0","solitary","3.74","commercial"
"Cephalopoda","Octopoda","Octopodidae","Octopus vulgaris","juvenile","benthic","reef-associated","0","diel_no","1","refuge_yes","NA","season_NA","fusiform",7,0,"0","1","0","0","solitary","NA","none"
"Cephalopoda","Octopoda","Octopodidae","Octopus vulgaris","larva","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","globiform",0.75,0,"1","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis antillarum","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",20,0,"0","0","0","0","schooling","4.1399999999999997","none"
"Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis antillarum","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",8.8,0,"0","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis antillarum","larva","epipelagic","oceanic","0","diel_no","0","refuge_no","0","season_no","fusiform",0.8,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia robusta","adult","demersal","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",230,0,"0","0","0","0","shoaling","4.13","none"
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia robusta","juvenile","demersal","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",7,0,"0","0","0","0","shoaling","NA","none"
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia robusta","larva","epipelagic","oceanic","0","diel_no","0","refuge_no","NA","season_NA","fusiform",0.85,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Gonatidae","Berryteuthis anonychus","adult","mesopelagic","oceanic","1","diel_yes","1","refuge_yes","1","season_yes","fusiform",15,0,"0","1","0","0","schooling","NA","potential"
"Cephalopoda","Oegopsida","Gonatidae","Berryteuthis anonychus","juvenile","mesopelagic","oceanic","1","diel_yes","1","refuge_yes","1","season_yes","fusiform",10,0,"0","1","0","0","schooling","NA","potential"
"Cephalopoda","Oegopsida","Gonatidae","Berryteuthis anonychus","larva","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","1","season_yes","globiform",0.86,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Gonatidae","Gonatus onyx","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",14.5,0,"0","1","0","0","solitary","NA","none"
"Cephalopoda","Oegopsida","Gonatidae","Gonatus onyx","larva","epipelagic","oceanic","NA","diel_UN","0","refuge_no","1","season_yes","globiform",0.89,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Octopoda","Eledonidae","Eledone cirrhosa","larva","epipelagic","continental shelf","NA","diel_UN","0","refuge_no","0","season_no","globiform",1,0,"1","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Gonatidae","Gonatopsis borealis","adult","mesopelagic","oceanic","1","diel_yes","1","refuge_yes","0","season_no","fusiform",33,0,"0","0","0","0","schooling","NA","potential"
"Cephalopoda","Oegopsida","Gonatidae","Gonatopsis borealis","larva","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","0","season_no","globiform",1,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Gonatidae","Gonatus berryi","adult","mesopelagic","oceanic","0","diel_no","0","refuge_no","NA","season_NA","fusiform",24,0,"0","0","0","0","solitary","NA","none"
"Cephalopoda","Oegopsida","Gonatidae","Gonatus berryi","larva","epipelagic","oceanic","0","diel_no","0","refuge_no","NA","season_NA","globiform",1,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Ommastrephidae","Dosidicus gigas","larva","epipelagic","oceanic","0","diel_no","0","refuge_no","1","season_yes","fusiform",0.6,0,"1","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Ommastrephidae","Eucleoteuthis luminosa","adult","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",22.7,0,"0","1","0","0","schooling","4.0999999999999996","none"
"Cephalopoda","Oegopsida","Ommastrephidae","Eucleoteuthis luminosa","juvenile","epipelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","elongated",9.5,0,"0","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Ommastrephidae","Eucleoteuthis luminosa","larva","epipelagic","oceanic","0","diel_no","0","refuge_no","1","season_yes","fusiform",1.24,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes bartramii","adult","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",45,0,"0","1","0","0","schooling","4.37","highly commercial"
"Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes bartramii","juvenile","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",25,0,"0","1","0","0","schooling","NA","commercial"
"Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes bartramii","larva","epipelagic","oceanic","0","diel_no","0","refuge_no","1","season_yes","fusiform",1.25,0,"1","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis armata","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",61,0,"1","1","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis armata","juvenile","epipelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",35,0,"1","1","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis armata","larva","epipelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",1.3,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis reversa","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",19,0,"0","1","0","0","schooling","4.1100000000000003","none"
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis reversa","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",5,0,"0","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis reversa","larva","mesopelagic","oceanic","0","diel_no","0","refuge_no","0","season_no","fusiform",1.3,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Myopsida","Loliginidae","Doryteuthis opalescens","adult","epipelagic","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",19,0,"0","1","0","0","schooling","3.74","commercial"
"Cephalopoda","Myopsida","Loliginidae","Doryteuthis opalescens","juvenile","epipelagic","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",7,0,"0","1","0","0","schooling","NA","none"
"Cephalopoda","Myopsida","Loliginidae","Doryteuthis opalescens","larva","epipelagic","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","globiform",1.5,0,"1","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis giardi","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",4,0,"0","1","0","0","shoaling","3.36","none"
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis giardi","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",1.5,0,"0","1","0","0","shoaling","NA","none"
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis giardi","larva","epipelagic","oceanic","0","diel_no","0","refuge_no","NA","season_NA","globiform",0.5,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Chiroteuthidae","Chiroteuthis veranii","larva","epipelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",1.6,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Ommastrephidae","Illex argentinus","adult","epipelagic","continental slope","1","diel_yes","0","refuge_no","1","season_yes","fusiform",33,0,"0","0","0","0","schooling","3.82","highly commercial"
"Cephalopoda","Oegopsida","Ommastrephidae","Illex argentinus","juvenile","epipelagic","continental slope","1","diel_yes","0","refuge_no","0","season_no","fusiform",14.2,0,"0","0","0","0","schooling","NA","commercial"
"Cephalopoda","Oegopsida","Ommastrephidae","Illex argentinus","larva","epipelagic","continental slope","0","diel_no","0","refuge_no","1","season_yes","fusiform",0.58,0,"1","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes pacificus","adult","demersal","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",50,0,"0","1","0","0","schooling","4.28","highly commercial"
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes pacificus","juvenile","demersal","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",17,0,"0","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes pacificus","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","1","season_yes","globiform",0.71,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Onychoteuthidae","Ancistroteuthis lichtensteinii","adult","demersal","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",30,0,"0","1","0","0","schooling","NA","potential"
"Cephalopoda","Oegopsida","Onychoteuthidae","Ancistroteuthis lichtensteinii","juvenile","demersal","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",20,0,"0","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Onychoteuthidae","Ancistroteuthis lichtensteinii","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","1","season_yes","fusiform",1.6,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Octopoda","Octopodidae","Scaeurgus unicirrhus","adult","benthic","continental shelf","1","diel_yes","1","refuge_yes","1","season_yes","fusiform",9,0,"0","1","0","0","solitary","NA","potential"
"Cephalopoda","Octopoda","Octopodidae","Scaeurgus unicirrhus","juvenile","benthic","continental shelf","1","diel_yes","1","refuge_yes","1","season_yes","fusiform",5,0,"0","1","0","0","schooling","NA","none"
"Cephalopoda","Octopoda","Octopodidae","Scaeurgus unicirrhus","larva","epipelagic","continental shelf","NA","diel_UN","0","refuge_no","NA","season_NA","globiform",2,0,"1","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Ommastrephidae","Illex coindetii","adult","demersal","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",32,0,"0","1","0","0","schooling","3.94","highly commercial"
"Cephalopoda","Oegopsida","Ommastrephidae","Illex coindetii","juvenile","demersal","continental shelf","1","diel_yes","0","refuge_no","0","season_no","fusiform",20.7,0,"0","1","0","0","schooling","NA","commercial"
"Cephalopoda","Oegopsida","Ommastrephidae","Illex coindetii","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","1","season_yes","fusiform",2,0,"1","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Ancistrocheiridae","Ancistrocheirus lesueurii","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",41,0,"0","1","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Ancistrocheiridae","Ancistrocheirus lesueurii","juvenile","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",10.2,0,"0","1","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Ancistrocheiridae","Ancistrocheirus lesueurii","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",2.5,0,"1","1","0","0","schooling","NA","none"
"Cephalopoda","Vampyromorpha","Vampyroteuthidae","Vampyroteuthis infernalis","larva","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","0","season_no","globiform",2.5,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Myopsida","Loliginidae","Alloteuthis subulata","adult","demersal","continental shelf","NA","diel_UN","0","refuge_no","1","season_yes","fusiform",21,0,"0","1","0","0","schooling","4.5","commercial"
"Cephalopoda","Myopsida","Loliginidae","Alloteuthis subulata","juvenile","demersal","continental shelf","NA","diel_UN","0","refuge_no","1","season_yes","fusiform",7.8,0,"0","1","0","0","schooling","NA","none"
"Cephalopoda","Myopsida","Loliginidae","Alloteuthis subulata","larva","epipelagic","continental shelf","NA","diel_UN","0","refuge_no","1","season_yes","globiform",3,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes sagittatus","adult","demersal","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",75,0,"0","1","0","0","schooling","4.1900000000000004","commercial"
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes sagittatus","juvenile","demersal","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",23.2,0,"1","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes sagittatus","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","1","season_yes","globiform",3,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Brachioteuthidae","Brachioteuthis riisei","adult","bathypelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",17,0,"1","0","0","0","NA","3.2","none"
"Cephalopoda","Oegopsida","Brachioteuthidae","Brachioteuthis riisei","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",6.6,0,"1","0","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Brachioteuthidae","Brachioteuthis riisei","larva","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",3.15,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Cranchiidae","Cranchia scabra","adult","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","globiform",15,0,"1","0","0","0","NA","3.57","none"
"Cephalopoda","Oegopsida","Cranchiidae","Cranchia scabra","juvenile","epipelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","globiform",13,0,"1","0","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Cranchiidae","Cranchia scabra","larva","epipelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","globiform",3.8,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Octopoda","Octopodidae","Pteroctopus tetracirrhus","adult","benthic","continental shelf","1","diel_yes","1","refuge_yes","1","season_yes","fusiform",14,0,"0","1","0","0","solitary","3.73","minor commercial"
"Cephalopoda","Octopoda","Octopodidae","Pteroctopus tetracirrhus","juvenile","benthic","continental shelf","1","diel_yes","1","refuge_yes","1","season_yes","fusiform",10,0,"0","1","0","0","solitary","NA","none"
"Cephalopoda","Octopoda","Octopodidae","Pteroctopus tetracirrhus","larva","epipelagic","continental shelf","NA","diel_UN","0","refuge_no","NA","season_NA","globiform",0.67,0,"1","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Cranchiidae","Teuthowenia megalops","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","globiform",40,0,"1","1","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis phyllura","adult","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",270,0,"1","1","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis phyllura","larva","epipelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",10,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Decapodiformes","Chtenopterygidae","Chtenopteryx sicula","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",10,0,"1","1","0","0","NA","4.03","none"
"Cephalopoda","Decapodiformes","Chtenopterygidae","Chtenopteryx sicula","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",6,0,"1","1","0","0","NA","NA","none"
"Cephalopoda","Octopoda","Alloposidae","Haliphron atlanticus","adult","mesopelagic","continental slope","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",40,0,"0","0","0","0","solitary","3.85","none"
"Cephalopoda","Octopoda","Amphitretidae","Japetella heathi","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","globiform",8,0,"1","1","0","0","solitary","NA","none"
"Cephalopoda","Octopoda","Argonautidae","Argonauta argo","adult","epipelagic","oceanic","0","diel_no","0","refuge_no","1","season_yes","compressiform",15,1,"0","1","0","0","schooling","4.5","commercial"
"Cephalopoda","Octopoda","Argonautidae","Argonauta argo","juvenile","epipelagic","oceanic","0","diel_no","0","refuge_no","0","season_no","globiform",3.2,1,"0","1","0","0","schooling","NA","none"
"Cephalopoda","Octopoda","Argonautidae","Argonauta nodosus","adult","epipelagic","oceanic","0","diel_no","0","refuge_no","1","season_yes","compressiform",13.79,1,"0","1","0","0","schooling","NA","none"
"Cephalopoda","Octopoda","Argonautidae","Argonauta nodosus","juvenile","epipelagic","oceanic","0","diel_no","0","refuge_no","0","season_no","globiform",NA,1,"0","1","0","0","schooling","NA","none"
"Cephalopoda","Octopoda","Opisthoteuthidae","Opisthoteuthis californiana","adult","benthic","continental slope","1","diel_yes","1","refuge_yes","0","season_no","fusiform",8,0,"1","1","0","0","solitary","NA","none"
"Cephalopoda","Oegopsida","Cranchiidae","Helicocranchia pfefferi","adult","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","globiform",NA,0,"1","1","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Cranchiidae","Helicocranchia pfefferi","juvenile","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","globiform",NA,0,"1","1","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Cranchiidae","Liocranchia reinhardtii","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","globiform",25,0,"1","1","0","0","NA","4.5","none"
"Cephalopoda","Oegopsida","Cranchiidae","Liocranchia reinhardtii","juvenile","epipelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","globiform",18.5,0,"1","1","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Enoploteuthidae","Abralia redfieldi","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",3.6,0,"1","1","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Enoploteuthidae","Abralia redfieldi","juvenile","epipelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",2.9,0,"1","1","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Enoploteuthidae","Abralia redfieldi","larva","epipelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",NA,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis affinis","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",4.3,0,"1","1","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Gonatidae","Gonatus californiensis","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",31.5,0,"0","1","0","0","solitary","NA","none"
"Cephalopoda","Oegopsida","Gonatidae","Gonatus pyros","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",16,0,"0","0","0","0","solitary","NA","none"
"Cephalopoda","Oegopsida","Gonatidae","Gonatus steenstrupi","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",15,0,"1","1","0","0","solitary","NA","potential"
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis bonnellii","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",33,0,"0","1","0","0","schooling","4.16","potential"
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis bonnellii","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",7,0,"0","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis heteropsis","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",13.2,0,"0","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis heteropsis","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",5.5,0,"0","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Lycoteuthidae","Lycoteuthis lorigera","adult","mesopelagic","oceanic","1","diel_yes","1","refuge_yes","0","season_no","fusiform",19,0,"0","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Lycoteuthidae","Lycoteuthis lorigera","juvenile","mesopelagic","oceanic","1","diel_yes","1","refuge_yes","0","season_no","fusiform",9,0,"0","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Mastigoteuthidae","Mastigoteuthis dentata","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",7.2,0,"0","0","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis sicula","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",20,0,"1","0","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Ommastrephidae","Sthenoteuthis oualaniensis","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",65,0,"0","1","0","0","schooling","4.5599999999999996","commercial"
