"prey_class","prey_order","prey_family","prey_sp","life_stage","l_type","measure","length","l_type_use","b_shape_r","eye_body_r","standard_total","length_tl"
"Actinopterygii","Perciformes","Nomeidae","Cubiceps pauciradiatus","adult",NA,"l_min",NA,NA,4.56836672675342,0.0741774131177847,0.826186562516286,NA
"Actinopterygii","Perciformes","Nomeidae","Cubiceps pauciradiatus","juvenile",NA,"l_min",NA,NA,4.56836672675342,0.0741774131177847,0.826186562516286,NA
"Actinopterygii","Perciformes","Nomeidae","Cubiceps pauciradiatus","larva","SL","l_min",0.21,"SL",4.56836672675342,0.0741774131177847,0.826186562516286,0.254179878404716
"Actinopterygii","Perciformes","Priacanthidae","Cookeolus japonicus","adult",NA,"l_min",NA,NA,3.1977366407454,0.0920740252315363,0.780618531163437,NA
"Actinopterygii","Perciformes","Priacanthidae","Cookeolus japonicus","juvenile",NA,"l_min",NA,NA,3.1977366407454,0.0920740252315363,0.780618531163437,NA
"Actinopterygii","Perciformes","Priacanthidae","Cookeolus japonicus","larva",NA,"l_min",NA,NA,3.1977366407454,0.0920740252315363,0.780618531163437,NA
"Actinopterygii","Perciformes","Scombrolabracidae","Scombrolabrax heterolepis","adult",NA,"l_min",NA,NA,5.05532478667329,0.0823463573003606,0.840498924498831,NA
"Actinopterygii","Perciformes","Scombrolabracidae","Scombrolabrax heterolepis","juvenile","SL","l_min",1.47,"SL",5.05532478667329,0.0823463573003606,0.840498924498831,1.74896119096943
"Actinopterygii","Perciformes","Scombrolabracidae","Scombrolabrax heterolepis","larva","NL","l_min",0.24,"TL",5.05532478667329,0.0823463573003606,0.840498924498831,0.24
"Actinopterygii","Scorpaeniformes","Dactylopteridae","Dactyloptena orientalis","adult",NA,"l_min",NA,NA,6.40668171580325,0.08811843850673,0.835581269521768,NA
"Actinopterygii","Scorpaeniformes","Dactylopteridae","Dactyloptena orientalis","juvenile",NA,"l_min",NA,NA,6.40668171580325,0.08811843850673,0.835581269521768,NA
"Actinopterygii","Scorpaeniformes","Dactylopteridae","Dactyloptena orientalis","larva","TL","l_min",0.376,"TL",6.40668171580325,0.08811843850673,0.835581269521768,0.376
"Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus aculeatus","adult","SL","l_min",2.1,"SL",1.68311866984355,0.109884274313756,0.841177800826606,2.49649954853347
"Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus aculeatus","juvenile","SL","l_min",0.7,"SL",1.68311866984355,0.109884274313756,0.841177800826606,0.832166516177824
"Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus aculeatus","larva",NA,"l_min",NA,NA,1.68311866984355,0.109884274313756,0.841177800826606,NA
"Actinopterygii","Tetraodontiformes","Balistidae","Balistes punctatus","adult",NA,"l_min",NA,NA,2.31521759704951,0.0583284431658351,0.817719444437945,NA
"Actinopterygii","Tetraodontiformes","Balistidae","Balistes punctatus","juvenile",NA,"l_min",NA,NA,2.31521759704951,0.0583284431658351,0.817719444437945,NA
"Actinopterygii","Tetraodontiformes","Balistidae","Balistes punctatus","larva",NA,"l_min",NA,NA,2.31521759704951,0.0583284431658351,0.817719444437945,NA
"Actinopterygii","Tetraodontiformes","Balistidae","Canthidermis maculata","adult",NA,"l_min",NA,NA,3.07111547875522,0.0462861369896785,0.830266635429824,NA
"Actinopterygii","Tetraodontiformes","Balistidae","Canthidermis maculata","juvenile","SL","l_min",1.71,"SL",3.07111547875522,0.0462861369896785,0.830266635429824,2.05957932913292
"Actinopterygii","Tetraodontiformes","Balistidae","Canthidermis maculata","larva","TL","l_min",0.2,"TL",3.07111547875522,0.0462861369896785,0.830266635429824,0.2
"Actinopterygii","Tetraodontiformes","Molidae","Masturus lanceolatus","adult",NA,"l_min",NA,NA,2.17580241070474,0.0340841410419296,0.867902111813334,NA
"Actinopterygii","Tetraodontiformes","Molidae","Masturus lanceolatus","juvenile","PCL","l_min",6,"SL",2.17580241070474,0.0340841410419296,0.867902111813334,6.91322203083942
"Actinopterygii","Tetraodontiformes","Molidae","Masturus lanceolatus","larva","TL","l_min",0.28,"TL",2.17580241070474,0.0340841410419296,0.867902111813334,0.28
"Actinopterygii","Tetraodontiformes","Molidae","Ranzania laevis","adult","TL","l_min",30,"TL",2.31997268915271,0.0510461357665357,0.933207867172914,30
"Actinopterygii","Tetraodontiformes","Molidae","Ranzania laevis","juvenile",NA,"l_min",NA,NA,2.31997268915271,0.0510461357665357,0.933207867172914,NA
"Actinopterygii","Tetraodontiformes","Molidae","Ranzania laevis","larva","PCL","l_min",0.07,"SL",2.31997268915271,0.0510461357665357,0.933207867172914,0.0750100834576759
"Actinopterygii","Tetraodontiformes","Ostraciidae","Ostracion cubicus","adult",NA,"l_min",NA,NA,3.3018609841914,0.0562292798384199,0.711901524280422,NA
"Actinopterygii","Tetraodontiformes","Ostraciidae","Ostracion cubicus","juvenile",NA,"l_min",NA,NA,3.3018609841914,0.0562292798384199,0.711901524280422,NA
"Actinopterygii","Tetraodontiformes","Ostraciidae","Ostracion cubicus","larva","TL","l_min",0.267,"TL",3.3018609841914,0.0562292798384199,0.711901524280422,0.267
"Actinopterygii","Tetraodontiformes","Tetraodontidae","Lagocephalus lagocephalus","adult",NA,"l_min",NA,NA,4.64979311729985,0.0444428720889569,0.843683625349189,NA
"Actinopterygii","Tetraodontiformes","Tetraodontidae","Lagocephalus lagocephalus","juvenile",NA,"l_min",NA,NA,4.64979311729985,0.0444428720889569,0.843683625349189,NA
"Actinopterygii","Tetraodontiformes","Tetraodontidae","Lagocephalus lagocephalus","larva",NA,"l_min",NA,NA,4.64979311729985,0.0444428720889569,0.843683625349189,NA
"Cephalopoda","Octopoda","Tremoctopodidae","Tremoctopus gracilis","adult",NA,"l_min",NA,NA,8.39142434506012,0.0183964482254796,0.17098433884444,NA
"Cephalopoda","Octopoda","Tremoctopodidae","Tremoctopus gracilis","juvenile",NA,"l_min",NA,NA,8.39142434506012,0.0183964482254796,0.17098433884444,NA
"Cephalopoda","Octopoda","Tremoctopodidae","Tremoctopus gracilis","larva",NA,"l_min",NA,NA,8.39142434506012,0.0183964482254796,0.17098433884444,NA
"Cephalopoda","Oegopsida","Chiroteuthidae","Grimalditeuthis bonplandi","adult",NA,"l_min",NA,NA,10.94204763275,0.0120075977105752,0.445776692752323,NA
"Cephalopoda","Oegopsida","Chiroteuthidae","Grimalditeuthis bonplandi","juvenile","ML","l_min",1,"SL",10.94204763275,0.0120075977105752,0.445776692752323,2.24327564957643
"Cephalopoda","Oegopsida","Chiroteuthidae","Grimalditeuthis bonplandi","larva",NA,"l_min",NA,NA,10.94204763275,0.0120075977105752,0.445776692752323,NA
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis gilchristi","adult",NA,"l_min",NA,NA,5.63084699136462,0.0501037359549266,0.422439939371084,NA
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis gilchristi","juvenile",NA,"l_min",NA,NA,5.63084699136462,0.0501037359549266,0.422439939371084,NA
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis gilchristi","larva",NA,"l_min",NA,NA,5.63084699136462,0.0501037359549266,0.422439939371084,NA
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis morisii","adult",NA,"l_min",NA,NA,8.38990602283222,0.0421377421237308,0.349336874571408,NA
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis morisii","juvenile",NA,"l_min",NA,NA,8.38990602283222,0.0421377421237308,0.349336874571408,NA
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis morisii","larva","ML","l_min",0.3,"SL",8.38990602283222,0.0421377421237308,0.349336874571408,0.858769920490249
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis meleagroteuthis","adult","ML","l_min",6.5,"SL",6.26480661479157,0.0435681657543741,0.29578180004895,21.9756590801878
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis meleagroteuthis","juvenile","ML","l_min",0.7,"SL",6.26480661479157,0.0435681657543741,0.29578180004895,2.36660943940484
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis meleagroteuthis","larva",NA,"l_min",NA,NA,6.26480661479157,0.0435681657543741,0.29578180004895,NA
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis dofleini","adult",NA,"l_min",NA,NA,8.85496886007114,0.0368309997434481,0.268645999224192,NA
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis dofleini","juvenile",NA,"l_min",NA,NA,8.85496886007114,0.0368309997434481,0.268645999224192,NA
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis dofleini","larva",NA,"l_min",NA,NA,8.85496886007114,0.0368309997434481,0.268645999224192,NA
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis hoylei","adult",NA,"l_min",NA,NA,6.15980761649445,0.050968722656712,0.276122126391205,NA
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis hoylei","juvenile",NA,"l_min",NA,NA,6.15980761649445,0.050968722656712,0.276122126391205,NA
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis hoylei","larva",NA,"l_min",NA,NA,6.15980761649445,0.050968722656712,0.276122126391205,NA
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis rugosa","adult",NA,"l_min",NA,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis rugosa","juvenile",NA,"l_min",NA,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis rugosa","larva",NA,"l_min",NA,NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Octopoteuthidae","Taningia danae","adult",NA,"l_min",NA,NA,5.35924831678219,0.0542373572825477,0.524351031100533,NA
"Cephalopoda","Oegopsida","Octopoteuthidae","Taningia danae","juvenile","ML","l_min",1,"SL",5.35924831678219,0.0542373572825477,0.524351031100533,1.90711935456893
"Cephalopoda","Oegopsida","Octopoteuthidae","Taningia danae","larva",NA,"l_min",NA,NA,5.35924831678219,0.0542373572825477,0.524351031100533,NA
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia loennbergii","adult",NA,"l_min",NA,NA,5.31768720055736,0.0171098859566186,0.541527707572006,NA
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia loennbergii","juvenile",NA,"l_min",NA,NA,5.31768720055736,0.0171098859566186,0.541527707572006,NA
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia loennbergii","larva",NA,"l_min",NA,NA,5.31768720055736,0.0171098859566186,0.541527707572006,NA
"Cephalopoda","Oegopsida","Onychoteuthidae","Walvisteuthis rancureli","adult","ML","l_min",8,"SL",5.63000781823782,0.021053118832505,0.468432946047964,17.0782180619312
"Cephalopoda","Oegopsida","Onychoteuthidae","Walvisteuthis rancureli","juvenile",NA,"l_min",NA,NA,5.63000781823782,0.021053118832505,0.468432946047964,NA
"Cephalopoda","Oegopsida","Onychoteuthidae","Walvisteuthis rancureli","larva","ML","l_min",0.19,"SL",5.63000781823782,0.021053118832505,0.468432946047964,0.405607678970867
"Cephalopoda","Oegopsida","Thysanoteuthidae","Thysanoteuthis rhombus","adult","ML","l_min",60,"SL",5.12470139812295,0.0408813440276422,0.605999419252274,99.0099958743068
"Cephalopoda","Oegopsida","Thysanoteuthidae","Thysanoteuthis rhombus","juvenile",NA,"l_min",NA,NA,5.12470139812295,0.0408813440276422,0.605999419252274,NA
"Cephalopoda","Oegopsida","Thysanoteuthidae","Thysanoteuthis rhombus","larva","ML","l_min",0.15,"SL",5.12470139812295,0.0408813440276422,0.605999419252274,0.247524989685767
"Cephalopoda","Spirulida","Spirulidae","Spirula spirula","adult",NA,"l_min",NA,NA,3.3937990573712,0.0594924604561882,0.581458962868577,NA
"Cephalopoda","Spirulida","Spirulidae","Spirula spirula","juvenile",NA,"l_min",NA,NA,3.3937990573712,0.0594924604561882,0.581458962868577,NA
"Cephalopoda","Spirulida","Spirulidae","Spirula spirula","larva","ML","l_min",0.28,"SL",3.3937990573712,0.0594924604561882,0.581458962868577,0.48154731095492
"Malacostraca","Amphipoda","Cyphocarididae","Cyphocaris faurei","adult",NA,"l_min",NA,NA,NA,NA,NA,NA
"Malacostraca","Decapoda","Oplophoroidae","Janicella spinicauda","adult",NA,"l_min",NA,NA,7.91494079325559,0.0338703895264318,0.839056861902585,NA
"Malacostraca","Decapoda","Oplophoroidae","Oplophorus typus","adult",NA,"l_min",NA,NA,5.89588604519325,0.0517846379690128,0.8586609976282,NA
"Malacostraca","Decapoda","Pandalidae","Heterocarpus laevigatus","adult","CL","l_min",4,"TL",6.2282297466484,0.0193173420909112,0.83902257126344,4
"Malacostraca","Decapoda","Penaeidae","Funchalia taaningi","adult","CL","l_min",1,"TL",8.48547145125077,0.0340698839177075,0.805986004520335,1
"Malacostraca","Decapoda","Penaeidae","Funchalia woodwardi","adult",NA,"l_min",NA,NA,7.38437798243504,0.0345781124640352,0.834755460910623,NA
"Malacostraca","Decapoda","Scyllaridae","Parribacus antarcticus","adult","CL","l_min",2,"TL",2.02087105326165,0.0300846646404535,0.826315933518535,2
"Malacostraca","Decapoda","Scyllaridae","Parribacus antarcticus","larva",NA,"l_min",NA,NA,2.02087105326165,0.0300846646404535,0.826315933518535,NA
"Malacostraca","Stomatopoda","Lysiosquillidae","Lysiosquilla tredecimdentata","adult",NA,"l_min",NA,NA,5.29578578504031,0.033316973652269,0.896962942250214,NA
"Malacostraca","Stomatopoda","Lysiosquillidae","Lysiosquilla tredecimdentata","larva",NA,"l_min",NA,NA,5.29578578504031,0.033316973652269,0.896962942250214,NA
"Malacostraca","Stomatopoda","Odontodacylidae","Odontodactylus scyllarus","adult","TL","l_min",3,"TL",4.74495140708049,0.0440978146660678,0.757349043556213,3
"Malacostraca","Stomatopoda","Odontodacylidae","Odontodactylus scyllarus","larva",NA,"l_min",NA,NA,4.74495140708049,0.0440978146660678,0.757349043556213,NA
"Malacostraca","Stomatopoda","Squillidae","Natosquilla investigatoris","adult",NA,"l_min",NA,NA,5.40096349542541,0.0474466444446711,0.808156730412995,NA
"Malacostraca","Stomatopoda","Squilllidae","Neoanchisquilla tuberculata","adult",NA,"l_min",NA,NA,5.55795735591298,0.0390088718804772,0.8277189862258,NA
"Thaliacea","Salpida","Salpidae","Salpa maxima","adult",NA,"l_min",NA,NA,NA,NA,NA,NA
"Thaliacea","Salpida","Salpidae","Salpa maxima","juvenile",NA,"l_min",NA,NA,NA,NA,NA,NA
"Thaliacea","Salpida","Salpidae","Salpa maxima","larva",NA,"l_min",NA,NA,NA,NA,NA,NA
"Hydrozoa","Siphonophorae","Diphyidae","Chelophyes appendiculata","adult","AN","l_max",0.2,"TL",4.10585429301604,0,1,0.2
"Malacostraca","Decapoda","Acanthephyridae","Acanthephyra pelagica","adult","CL","l_max",27,"TL",6.23705788599511,0.0221404596661903,0.800545022150694,27
"Malacostraca","Decapoda","Acanthephyridae","Acanthephyra pelagica","juvenile","CL","l_max",2.8,"TL",6.23705788599511,0.0221404596661903,0.800545022150694,2.8
"Malacostraca","Decapoda","Munididae","Pleuroncodes planipes","larva","CL","l_max",0.72,"TL",2.74890108810733,0.076695823464348,0.881384669985547,0.72
"Malacostraca","Decapoda","Oplophpridae","Systellaspis debilis","adult","CL","l_max",1.7,"TL",8.42589990803702,0.0253097464428363,0.859183753943344,1.7
"Malacostraca","Decapoda","Oplophpridae","Systellaspis debilis","juvenile","CL","l_max",1.054,"TL",8.42589990803702,0.0253097464428363,0.859183753943344,1.054
"Malacostraca","Decapoda","Oplophpridae","Systellaspis debilis","larva","CL","l_max",0.462,"TL",8.42589990803702,0.0253097464428363,0.859183753943344,0.462
"Malacostraca","Decapoda","Polybiidae","Polybius henslowii","adult","CL","l_max",4.4,"TL",NA,NA,NA,4.4
"Malacostraca","Decapoda","Polybiidae","Polybius henslowii","juvenile","CL","l_max",3.78,"TL",NA,NA,NA,3.78
"Actinopterygii","Perciformes","Scombridae","Katsuwonus pelamis","adult","FL","l_max",110,"TL",3.51737223401035,0.039496938235589,0.909395083791833,110
"Actinopterygii","Perciformes","Scombridae","Katsuwonus pelamis","juvenile","FL","l_max",40,"TL",3.51737223401035,0.039496938235589,0.909395083791833,40
"Actinopterygii","Perciformes","Scombridae","Scomber scombrus","adult","FL","l_max",60,"TL",5.5988379343569,0.0405641994153137,0.87977308096772,60
"Actinopterygii","Perciformes","Scombridae","Scomber scombrus","juvenile","FL","l_max",28.7,"TL",5.5988379343569,0.0405641994153137,0.87977308096772,28.7
"Actinopterygii","Perciformes","Coryphaenidae","Coryphaena hippurus","larva","FL","l_max",14,"TL",5.51641012123528,0.0235684456096152,0.780066691479545,14
"Cephalopoda","Oegopsida","Cranchiidae","Teuthowenia megalops","juvenile","GL","l_max",18.2,"SL",5.12634433631194,0.103749234778993,0.639194148890172,28.4733520036135
"Cephalopoda","Oegopsida","Cranchiidae","Teuthowenia megalops","larva","GL","l_max",8.5,"SL",5.12634433631194,0.103749234778993,0.639194148890172,13.2979940676217
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis borealijaponica","adult","ML","l_max",37,"SL",5.51448267771059,0.0376700668718009,0.665533340197078,55.5945100947813
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis borealijaponica","juvenile","ML","l_max",25,"SL",5.51448267771059,0.0376700668718009,0.665533340197078,37.5638581721495
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis borealijaponica","larva","ML","l_max",0.35,"SL",5.51448267771059,0.0376700668718009,0.665533340197078,0.525894014410094
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis felis","adult","ML","l_max",8,"SL",5.28057889844523,0.050754532481781,0.458302808973147,17.4557079803295
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis felis","juvenile","ML","l_max",3,"SL",5.28057889844523,0.050754532481781,0.458302808973147,6.54589049262357
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis felis","larva","ML","l_max",0.53,"SL",5.28057889844523,0.050754532481781,0.458302808973147,1.15644065369683
"Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis volatilis","adult","ML","l_max",31,"SL",6.13405588455912,0.037611929842542,0.805235460691636,38.4980561752377
"Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis volatilis","juvenile","ML","l_max",13,"SL",6.13405588455912,0.037611929842542,0.805235460691636,16.1443461380029
"Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis volatilis","larva","ML","l_max",0.54,"SL",6.13405588455912,0.037611929842542,0.805235460691636,0.670611301117044
"Cephalopoda","Octopoda","Argonautidae","Argonauta nouryi","larva","ML","l_max",0.62,"SL",NA,NA,NA,NA
"Cephalopoda","Oegopsida","Ommastrephidae","Hyaloteuthis pelagica","adult","ML","l_max",9,"SL",6.38336970913376,0.0613610620980357,0.648279258632226,13.8829059855913
"Cephalopoda","Oegopsida","Ommastrephidae","Hyaloteuthis pelagica","juvenile","ML","l_max",4.6,"SL",6.38336970913376,0.0613610620980357,0.648279258632226,7.09570750374665
"Cephalopoda","Oegopsida","Ommastrephidae","Hyaloteuthis pelagica","larva","ML","l_max",0.65,"SL",6.38336970913376,0.0613610620980357,0.648279258632226,1.00265432118159
"Cephalopoda","Octopoda","Octopodidae","Octopus vulgaris","adult","ML","l_max",25,"SL",6.50520517909255,0.0263079301509066,0.214655308351039,116.465789698133
"Cephalopoda","Octopoda","Octopodidae","Octopus vulgaris","juvenile","ML","l_max",7,"SL",6.50520517909255,0.0263079301509066,0.214655308351039,32.6104211154772
"Cephalopoda","Octopoda","Octopodidae","Octopus vulgaris","larva","ML","l_max",0.75,"SL",6.50520517909255,0.0263079301509066,0.214655308351039,3.49397369094398
"Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis antillarum","adult","ML","l_max",20,"SL",5.90111926725182,0.0388268519032531,0.805734756594708,24.8220643782656
"Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis antillarum","juvenile","ML","l_max",8.8,"SL",5.90111926725182,0.0388268519032531,0.805734756594708,10.9217083264369
"Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis antillarum","larva","ML","l_max",0.8,"SL",5.90111926725182,0.0388268519032531,0.805734756594708,0.992882575130624
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia robusta","adult","ML","l_max",230,"SL",7.59702024743419,0.0114076278052255,0.573442471067685,401.086441281139
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia robusta","juvenile","ML","l_max",7,"SL",7.59702024743419,0.0114076278052255,0.573442471067685,12.2069786476868
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia robusta","larva","ML","l_max",0.85,"SL",7.59702024743419,0.0114076278052255,0.573442471067685,1.48227597864769
"Cephalopoda","Oegopsida","Gonatidae","Berryteuthis anonychus","adult","ML","l_max",15,"SL",5.41472852037061,0.0539881723935213,0.606897526662022,24.715869386552
"Cephalopoda","Oegopsida","Gonatidae","Berryteuthis anonychus","juvenile","ML","l_max",10,"SL",5.41472852037061,0.0539881723935213,0.606897526662022,16.4772462577013
"Cephalopoda","Oegopsida","Gonatidae","Berryteuthis anonychus","larva","ML","l_max",0.86,"SL",5.41472852037061,0.0539881723935213,0.606897526662022,1.41704317816231
"Cephalopoda","Oegopsida","Gonatidae","Gonatus onyx","adult","ML","l_max",14.5,"SL",5.92717667262218,0.0455761960841425,0.51704262815379,28.044109345056
"Cephalopoda","Oegopsida","Gonatidae","Gonatus onyx","larva","ML","l_max",0.89,"SL",5.92717667262218,0.0455761960841425,0.51704262815379,1.72132809083447
"Cephalopoda","Octopoda","Eledonidae","Eledone cirrhosa","larva","ML","l_max",1,"SL",4.53636848852893,0.036985363042043,0.298527350690224,3.34977682174817
"Cephalopoda","Oegopsida","Gonatidae","Gonatopsis borealis","adult","ML","l_max",33,"SL",5.7325569691604,0.0384063357679049,0.564971320264562,58.4100445745581
"Cephalopoda","Oegopsida","Gonatidae","Gonatopsis borealis","larva","ML","l_max",1,"SL",5.7325569691604,0.0384063357679049,0.564971320264562,1.77000135074418
"Cephalopoda","Oegopsida","Gonatidae","Gonatus berryi","adult","ML","l_max",24,"SL",8.83928866832423,0.0481612926333679,0.602522957811243,39.8325071084157
"Cephalopoda","Oegopsida","Gonatidae","Gonatus berryi","larva","ML","l_max",1,"SL",8.83928866832423,0.0481612926333679,0.602522957811243,1.65968779618399
"Cephalopoda","Oegopsida","Ommastrephidae","Dosidicus gigas","larva","ML","l_max",0.6,"SL",6.12184249318679,0.0326599143341147,0.583018236731316,1.02912732775546
"Cephalopoda","Oegopsida","Ommastrephidae","Eucleoteuthis luminosa","adult","ML","l_max",22.7,"SL",6.65779074673977,0.0431757062823878,0.617539336090291,36.7587919884038
"Cephalopoda","Oegopsida","Ommastrephidae","Eucleoteuthis luminosa","juvenile","ML","l_max",9.5,"SL",6.65779074673977,0.0431757062823878,0.617539336090291,15.3836354136492
"Cephalopoda","Oegopsida","Ommastrephidae","Eucleoteuthis luminosa","larva","ML","l_max",1.24,"SL",6.65779074673977,0.0431757062823878,0.617539336090291,2.0079692539921
"Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes bartramii","adult","ML","l_max",45,"SL",5.43985371164068,0.0444631878738816,0.761282086428217,59.110808992145
"Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes bartramii","juvenile","ML","l_max",25,"SL",5.43985371164068,0.0444631878738816,0.761282086428217,32.8393383289695
"Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes bartramii","larva","ML","l_max",1.25,"SL",5.43985371164068,0.0444631878738816,0.761282086428217,1.64196691644847
"Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis armata","adult","ML","l_max",61,"SL",6.80268889366612,0.0601883954990335,0.807175183351013,75.5721945597442
"Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis armata","juvenile","ML","l_max",35,"SL",6.80268889366612,0.0601883954990335,0.807175183351013,43.3610952391975
"Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis armata","larva","ML","l_max",1.3,"SL",6.80268889366612,0.0601883954990335,0.807175183351013,1.61055496602734
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis reversa","adult","ML","l_max",19,"SL",5.7606380187446,0.0609496353283414,0.35190879524607,53.9912621016317
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis reversa","juvenile","ML","l_max",5,"SL",5.7606380187446,0.0609496353283414,0.35190879524607,14.2082268688505
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis reversa","larva","ML","l_max",1.3,"SL",5.7606380187446,0.0609496353283414,0.35190879524607,3.69413898590112
"Cephalopoda","Myopsida","Loliginidae","Doryteuthis opalescens","adult","ML","l_max",19,"SL",6.3168634731471,0.0786422429115184,0.652230196750622,29.1308192945635
"Cephalopoda","Myopsida","Loliginidae","Doryteuthis opalescens","juvenile","ML","l_max",7,"SL",6.3168634731471,0.0786422429115184,0.652230196750622,10.7324071085234
"Cephalopoda","Myopsida","Loliginidae","Doryteuthis opalescens","larva","ML","l_max",1.5,"SL",6.3168634731471,0.0786422429115184,0.652230196750622,2.29980152325502
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis giardi","adult","ML","l_max",4,"SL",4.23567465052725,0.0776456036470682,0.640399640479303,6.24609969644303
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis giardi","juvenile","ML","l_max",1.5,"SL",4.23567465052725,0.0776456036470682,0.640399640479303,2.34228738616614
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis giardi","larva","ML","l_max",0.5,"SL",4.23567465052725,0.0776456036470682,0.640399640479303,0.780762462055378
"Cephalopoda","Oegopsida","Chiroteuthidae","Chiroteuthis veranii","larva","ML","l_max",1.6,"SL",11.6644740226409,0.0586785201725694,0.271312387273858,5.89726114637363
"Cephalopoda","Oegopsida","Ommastrephidae","Illex argentinus","adult","ML","l_max",33,"SL",4.79464379581997,0.0352973575534677,0.570488028516894,57.8452103294623
"Cephalopoda","Oegopsida","Ommastrephidae","Illex argentinus","juvenile","ML","l_max",14.2,"SL",4.79464379581997,0.0352973575534677,0.570488028516894,24.8909692932838
"Cephalopoda","Oegopsida","Ommastrephidae","Illex argentinus","larva","ML","l_max",0.58,"SL",4.79464379581997,0.0352973575534677,0.570488028516894,1.01667339366934
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes pacificus","adult","ML","l_max",50,"SL",6.96255135098816,0.0297150224484735,0.638791766780036,78.2727683733864
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes pacificus","juvenile","ML","l_max",17,"SL",6.96255135098816,0.0297150224484735,0.638791766780036,26.6127412469514
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes pacificus","larva","ML","l_max",0.71,"SL",6.96255135098816,0.0297150224484735,0.638791766780036,1.11147331090209
"Cephalopoda","Oegopsida","Onychoteuthidae","Ancistroteuthis lichtensteinii","adult","ML","l_max",30,"SL",8.59555139407798,0.0444971717754115,0.560045638956997,53.5670629555666
"Cephalopoda","Oegopsida","Onychoteuthidae","Ancistroteuthis lichtensteinii","juvenile","ML","l_max",20,"SL",8.59555139407798,0.0444971717754115,0.560045638956997,35.7113753037111
"Cephalopoda","Oegopsida","Onychoteuthidae","Ancistroteuthis lichtensteinii","larva","ML","l_max",1.6,"SL",8.59555139407798,0.0444971717754115,0.560045638956997,2.85691002429689
"Cephalopoda","Octopoda","Octopodidae","Scaeurgus unicirrhus","adult","ML","l_max",9,"SL",6.17286721864459,0.0138382451420089,0.222490923867793,40.4510882670787
