"prey_class","prey_order","prey_family","prey_sp","life_stage","l_type","measure","length","l_type_use","b_shape_r","eye_body_r","standard_total","length_tl"
"Cephalopoda","Octopoda","Octopodidae","Scaeurgus unicirrhus","juvenile","ML","l_max",5,"SL",6.17286721864459,0.0138382451420089,0.222490923867793,22.4728268150437
"Cephalopoda","Octopoda","Octopodidae","Scaeurgus unicirrhus","larva","ML","l_max",2,"SL",6.17286721864459,0.0138382451420089,0.222490923867793,8.98913072601749
"Cephalopoda","Oegopsida","Ommastrephidae","Illex coindetii","adult","ML","l_max",32,"SL",7.21326775573866,0.0446798911314911,0.56136426964707,57.0039842758756
"Cephalopoda","Oegopsida","Ommastrephidae","Illex coindetii","juvenile","ML","l_max",20.7,"SL",7.21326775573866,0.0446798911314911,0.56136426964707,36.874452328457
"Cephalopoda","Oegopsida","Ommastrephidae","Illex coindetii","larva","ML","l_max",2,"SL",7.21326775573866,0.0446798911314911,0.56136426964707,3.56274901724223
"Cephalopoda","Oegopsida","Ancistrocheiridae","Ancistrocheirus lesueurii","adult","ML","l_max",41,"SL",6.53010348142899,0.0619700709073132,0.415195399779098,98.7486856111935
"Cephalopoda","Oegopsida","Ancistrocheiridae","Ancistrocheirus lesueurii","juvenile","ML","l_max",10.2,"SL",6.53010348142899,0.0619700709073132,0.415195399779098,24.5667461764433
"Cephalopoda","Oegopsida","Ancistrocheiridae","Ancistrocheirus lesueurii","larva","ML","l_max",2.5,"SL",6.53010348142899,0.0619700709073132,0.415195399779098,6.0212613177557
"Cephalopoda","Vampyromorpha","Vampyroteuthidae","Vampyroteuthis infernalis","larva","ML","l_max",2.5,"SL",4.15852949529725,0.0516419598155347,0.414939715660567,6.02497159381358
"Cephalopoda","Myopsida","Loliginidae","Alloteuthis subulata","adult","ML","l_max",21,"SL",7.0034787439957,0.0558524682657779,0.72505559450195,28.9632962758189
"Cephalopoda","Myopsida","Loliginidae","Alloteuthis subulata","juvenile","ML","l_max",7.8,"SL",7.0034787439957,0.0558524682657779,0.72505559450195,10.7577957595899
"Cephalopoda","Myopsida","Loliginidae","Alloteuthis subulata","larva","ML","l_max",3,"SL",7.0034787439957,0.0558524682657779,0.72505559450195,4.13761375368842
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes sagittatus","adult","ML","l_max",75,"SL",6.73534466250394,0.045715426856833,0.474768542405368,157.971713163682
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes sagittatus","juvenile","ML","l_max",23.2,"SL",6.73534466250394,0.045715426856833,0.474768542405368,48.8659166052989
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes sagittatus","larva","ML","l_max",3,"SL",6.73534466250394,0.045715426856833,0.474768542405368,6.31886852654727
"Cephalopoda","Oegopsida","Brachioteuthidae","Brachioteuthis riisei","adult","ML","l_max",17,"SL",6.88338765892976,0.0672648224495483,0.645379956290468,26.3410721611391
"Cephalopoda","Oegopsida","Brachioteuthidae","Brachioteuthis riisei","juvenile","ML","l_max",6.6,"SL",6.88338765892976,0.0672648224495483,0.645379956290468,10.226533897854
"Cephalopoda","Oegopsida","Brachioteuthidae","Brachioteuthis riisei","larva","ML","l_max",3.15,"SL",6.88338765892976,0.0672648224495483,0.645379956290468,4.88084572397577
"Cephalopoda","Oegopsida","Cranchiidae","Cranchia scabra","adult","ML","l_max",15,"SL",2.48701521305014,0.071597931105658,0.720488112559805,20.8192192744261
"Cephalopoda","Oegopsida","Cranchiidae","Cranchia scabra","juvenile","ML","l_max",13,"SL",2.48701521305014,0.071597931105658,0.720488112559805,18.0433233711693
"Cephalopoda","Oegopsida","Cranchiidae","Cranchia scabra","larva","ML","l_max",3.8,"SL",2.48701521305014,0.071597931105658,0.720488112559805,5.27420221618795
"Cephalopoda","Octopoda","Octopodidae","Pteroctopus tetracirrhus","adult","ML","l_max",14,"SL",4.82976307604367,0.022015242262005,0.278256642571842,50.313264296594
"Cephalopoda","Octopoda","Octopodidae","Pteroctopus tetracirrhus","juvenile","ML","l_max",10,"SL",4.82976307604367,0.022015242262005,0.278256642571842,35.9380459261386
"Cephalopoda","Octopoda","Octopodidae","Pteroctopus tetracirrhus","larva","ML","l_max",0.67,"SL",4.82976307604367,0.022015242262005,0.278256642571842,2.40784907705129
"Cephalopoda","Oegopsida","Cranchiidae","Teuthowenia megalops","adult","ML","l_max",40,"SL",5.12634433631194,0.103749234778993,0.639194148890172,62.5787956123373
"Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis phyllura","adult","ML","l_max",270,"SL",6.28905342475231,0.0642329269337908,0.73876371594939,365.4754479286
"Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis phyllura","larva","ML","l_max",10,"SL",6.28905342475231,0.0642329269337908,0.73876371594939,13.5361277010592
"Cephalopoda","Decapodiformes","Chtenopterygidae","Chtenopteryx sicula","adult","ML","l_max",10,"SL",4.00770390564239,0.0953678953034641,0.494758846292766,20.2118670033495
"Cephalopoda","Decapodiformes","Chtenopterygidae","Chtenopteryx sicula","juvenile","ML","l_max",6,"SL",4.00770390564239,0.0953678953034641,0.494758846292766,12.1271202020097
"Cephalopoda","Octopoda","Alloposidae","Haliphron atlanticus","adult","ML","l_max",40,"SL",3.27946932088237,0.0528972083864895,0.210050159824181,190.43070490154
"Cephalopoda","Octopoda","Amphitretidae","Japetella heathi","adult","ML","l_max",8,"SL",1.98082364587567,0.102038974294297,0.633069158263217,12.6368500116914
"Cephalopoda","Octopoda","Argonautidae","Argonauta argo","adult","ML","l_max",15,"SL",2.77803979041028,0.0687717239198642,0.500065631996491,29.9960625970498
"Cephalopoda","Octopoda","Argonautidae","Argonauta argo","juvenile","ML","l_max",3.2,"SL",2.77803979041028,0.0687717239198642,0.500065631996491,6.39916002070396
"Cephalopoda","Octopoda","Argonautidae","Argonauta nodosus","adult","ML","l_max",13.79,"SL",1.74109797924799,0.100304885680282,0.444491217911405,31.0242350001808
"Cephalopoda","Octopoda","Argonautidae","Argonauta nodosus","juvenile","ML","l_max",NA,"SL",1.74109797924799,0.100304885680282,0.444491217911405,NA
"Cephalopoda","Octopoda","Opisthoteuthidae","Opisthoteuthis californiana","adult","ML","l_max",8,"SL",1.39463756201212,0.0853750685578265,0.792700772696385,10.0920804867994
"Cephalopoda","Oegopsida","Cranchiidae","Helicocranchia pfefferi","adult","ML","l_max",NA,"SL",2.66212681311964,0.0722238586462707,0.741321872409547,NA
"Cephalopoda","Oegopsida","Cranchiidae","Helicocranchia pfefferi","juvenile","ML","l_max",NA,"SL",2.66212681311964,0.0722238586462707,0.741321872409547,NA
"Cephalopoda","Oegopsida","Cranchiidae","Liocranchia reinhardtii","adult","ML","l_max",25,"SL",1.97196910715466,0.0517251431308441,0.828398107066458,30.1787266131384
"Cephalopoda","Oegopsida","Cranchiidae","Liocranchia reinhardtii","juvenile","ML","l_max",18.5,"SL",1.97196910715466,0.0517251431308441,0.828398107066458,22.3322576937224
"Cephalopoda","Oegopsida","Enoploteuthidae","Abralia redfieldi","adult","ML","l_max",3.6,"SL",3.91441550657428,0.0848775355631824,0.526756112303038,6.83428234797389
"Cephalopoda","Oegopsida","Enoploteuthidae","Abralia redfieldi","juvenile","ML","l_max",2.9,"SL",3.91441550657428,0.0848775355631824,0.526756112303038,5.50539411364563
"Cephalopoda","Oegopsida","Enoploteuthidae","Abralia redfieldi","larva","ML","l_max",NA,"SL",3.91441550657428,0.0848775355631824,0.526756112303038,NA
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis affinis","adult","ML","l_max",4.3,"SL",5.34538495821609,0.0697949529570643,0.456921391606816,9.41080912162715
"Cephalopoda","Oegopsida","Gonatidae","Gonatus californiensis","adult","ML","l_max",31.5,"SL",7.64098372224313,0.0310420569307045,0.596464034651598,52.8112311388557
"Cephalopoda","Oegopsida","Gonatidae","Gonatus pyros","adult","ML","l_max",16,"SL",NA,NA,NA,NA
"Cephalopoda","Oegopsida","Gonatidae","Gonatus steenstrupi","adult","ML","l_max",15,"SL",3.95210978472899,0.105027091930819,0.604021279577028,24.8335621726835
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis bonnellii","adult","ML","l_max",33,"SL",4.80014632437565,0.067840870541936,0.290534920223717,113.583592549183
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis bonnellii","juvenile","ML","l_max",7,"SL",4.80014632437565,0.067840870541936,0.290534920223717,24.0934893286146
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis heteropsis","adult","ML","l_max",13.2,"SL",6.0745063541683,0.06554227211486,0.330543034986048,39.9342857142857
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis heteropsis","juvenile","ML","l_max",5.5,"SL",6.0745063541683,0.06554227211486,0.330543034986048,16.6392857142857
"Cephalopoda","Oegopsida","Lycoteuthidae","Lycoteuthis lorigera","adult","ML","l_max",19,"SL",4.85315049928055,0.071223511973167,0.490600552110153,38.7280444717763
"Cephalopoda","Oegopsida","Lycoteuthidae","Lycoteuthis lorigera","juvenile","ML","l_max",9,"SL",4.85315049928055,0.071223511973167,0.490600552110153,18.3448631708414
"Cephalopoda","Oegopsida","Mastigoteuthidae","Mastigoteuthis dentata","adult","ML","l_max",7.2,"SL",8.08153378039053,0.0694964323312668,0.607161656334074,11.8584563515954
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis sicula","adult","ML","l_max",20,"SL",4.32859419033216,0.0725712424899676,0.459915021510759,43.4862943469484
"Cephalopoda","Oegopsida","Ommastrephidae","Sthenoteuthis oualaniensis","adult","ML","l_max",65,"SL",6.15359852076575,0.035734058029199,0.579006402567827,112.261280206458
"Cephalopoda","Oegopsida","Ommastrephidae","Sthenoteuthis oualaniensis","juvenile","ML","l_max",18.3,"SL",6.15359852076575,0.035734058029199,0.579006402567827,31.6058681196643
"Cephalopoda","Oegopsida","Ommastrephidae","Todaropsis eblanae","adult","ML","l_max",27,"SL",5.63507959542583,0.0438650302036472,0.483715895781049,55.8178886315148
"Cephalopoda","Oegopsida","Ommastrephidae","Todaropsis eblanae","juvenile","ML","l_max",18.8,"SL",5.63507959542583,0.0438650302036472,0.483715895781049,38.8657891212029
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis banksii","adult","ML","l_max",37,"SL",4.89567531831975,0.04321980221303,0.788906647624305,46.9003526734385
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis microlampas","adult","ML","l_max",5,"SL",4.93426901451436,0.134293187001573,0.531265219678776,9.41149507777527
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis microlampas","juvenile","ML","l_max",1.7,"SL",4.93426901451436,0.134293187001573,0.531265219678776,3.19990832644359
"Cephalopoda","Oegopsida","Pyroteuthidae","Pyroteuthis margaritifera","adult","ML","l_max",5,"SL",4.9698656964139,0.0988345556016666,0.432954020577877,11.5485704309348
"Cephalopoda","Sepiida","Sepiolidae","Heteroteuthis (Heteroteuthis) dispar","adult","ML","l_max",2.5,"SL",2.43487574284062,0.144468771718196,0.593690297946619,4.21094973026624
"Cephalopoda","Sepiida","Sepiolidae","Heteroteuthis (Heteroteuthis) dispar","juvenile","ML","l_max",1.05,"SL",2.43487574284062,0.144468771718196,0.593690297946619,1.76859888671182
"Cephalopoda","Sepiida","Sepiolidae","Sepietta oweniana","adult","ML","l_max",5,"SL",4.26313267099172,0.0814226216878224,0.453946114118484,11.0145231878667
"Cephalopoda","Sepiida","Sepiolidae","Sepietta oweniana","juvenile","ML","l_max",2.2,"SL",4.26313267099172,0.0814226216878224,0.453946114118484,4.84639020266133
"Actinopterygii","Tetraodontiformes","Ostraciidae","Lactoria diaphana","larva","NL","l_max",0.68,"TL",3.13195532473199,0.0822589433865605,0.82005976021664,0.68
"Actinopterygii","Aulopiformes","Paralepididae","Paralepis coregonoides","adult","SL","l_max",50,"SL",9.11753676406396,0.0420292661291814,0.889706862308886,56.1982852085063
"Actinopterygii","Perciformes","Bramidae","Pterycombus petersii","adult","SL","l_max",36.4,"SL",2.96980060940887,0.0862317027331112,0.792372992516249,45.937961469899
"Actinopterygii","Perciformes","Bramidae","Pterycombus petersii","juvenile","SL","l_max",10,"SL",2.96980060940887,0.0862317027331112,0.792372992516249,12.6203190851371
"Actinopterygii","Perciformes","Bramidae","Pterycombus petersii","larva","SL","l_max",0.88,"SL",2.96980060940887,0.0862317027331112,0.792372992516249,1.11058807949206
"Actinopterygii","Perciformes","Bramidae","Taractes asper","adult","SL","l_max",50,"SL",3.21183202285246,0.0783798511679819,0.73001008344281,68.4922046065368
"Actinopterygii","Perciformes","Bramidae","Taractes asper","juvenile","SL","l_max",17.8,"SL",3.21183202285246,0.0783798511679819,0.73001008344281,24.3832248399271
"Actinopterygii","Perciformes","Bramidae","Taractes asper","larva","SL","l_max",0.91,"SL",3.21183202285246,0.0783798511679819,0.73001008344281,1.24655812383897
"Actinopterygii","Perciformes","Bramidae","Brama brama","larva","SL","l_max",1,"SL",2.83664382008211,0.0478158503032996,0.757359497010879,1.32037692000532
"Actinopterygii","Perciformes","Carangidae","Trachurus japonicus","larva","SL","l_max",1.03,"SL",4.57398775069812,0.0596583144287862,0.776671211645172,1.32617249687705
"Actinopterygii","Argentiniformes","Bathylagidae","Bathylagoides wesethi","adult","SL","l_max",13.5,"SL",7.92963727743795,0.0851668058762836,0.859175551515747,15.7127376077956
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx diaphana","adult","SL","l_max",5.5,"SL",1.63579611964388,0.121914176842539,0.73707954798368,7.46188117014716
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx diaphana","juvenile","SL","l_max",2.6,"SL",1.63579611964388,0.121914176842539,0.73707954798368,3.52743473497866
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx diaphana","larva","SL","l_max",1.13,"SL",1.63579611964388,0.121914176842539,0.73707954798368,1.53307740404842
"Actinopterygii","Perciformes","Sparidae","Boops boops","larva","SL","l_max",1.21,"SL",4.6049216738429,0.0729212876457039,0.817281480481137,1.48051806984256
"Actinopterygii","Myctophiformes","Myctophidae","Benthosema glaciale","adult","SL","l_max",10.3,"SL",4.76479999027014,0.0736038935586767,0.769068343602686,13.392827940037
"Actinopterygii","Myctophiformes","Myctophidae","Benthosema glaciale","juvenile","SL","l_max",4.75,"SL",4.76479999027014,0.0736038935586767,0.769068343602686,6.17630414710442
"Actinopterygii","Myctophiformes","Myctophidae","Benthosema glaciale","larva","SL","l_max",1.27,"SL",4.76479999027014,0.0736038935586767,0.769068343602686,1.65134868775213
"Actinopterygii","Perciformes","Nomeidae","Psenes pellucidus","larva","SL","l_max",1.34,"SL",3.04468773163937,0.0760476379354802,0.713196856621047,1.87886414187044
"Actinopterygii","Perciformes","Pomacentridae","Chromis punctipinnis","adult","SL","l_max",25,"SL",3.12502130748632,0.0579942294591556,0.768342147826665,32.5375876759008
"Actinopterygii","Perciformes","Pomacentridae","Chromis punctipinnis","juvenile","SL","l_max",14,"SL",3.12502130748632,0.0579942294591556,0.768342147826665,18.2210490985044
"Actinopterygii","Aulopiformes","Paralepididae","Arctozenus risso","adult","SL","l_max",30,"SL",13.1973470810214,0.0307084096156233,0.916094246251108,32.7477223252604
"Actinopterygii","Aulopiformes","Paralepididae","Arctozenus risso","larva","SL","l_max",1.4,"SL",13.1973470810214,0.0307084096156233,0.916094246251108,1.52822704184549
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus townsendi","larva","SL","l_max",1.45,"SL",5.81498036971857,0.0788866667037566,0.771725736829658,1.87890584802416
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus alatus","adult","SL","l_max",6.1,"SL",6.48668924129321,0.0574920989799308,0.798430675392276,7.6399870245504
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus alatus","juvenile","SL","l_max",3.6,"SL",6.48668924129321,0.0574920989799308,0.798430675392276,4.508844801374
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus alatus","larva","SL","l_max",1.45,"SL",6.48668924129321,0.0574920989799308,0.798430675392276,1.81606248944231
"Actinopterygii","Myctophiformes","Myctophidae","Protomyctophum crockeri","adult","SL","l_max",3.7,"SL",3.9392883880448,0.119638551907306,0.812920599191495,4.55149002704557
"Actinopterygii","Myctophiformes","Myctophidae","Protomyctophum crockeri","larva","SL","l_max",1.5,"SL",3.9392883880448,0.119638551907306,0.812920599191495,1.84519865961307
"Actinopterygii","Perciformes","Scombridae","Scomber japonicus","larva","SL","l_max",1.5,"SL",5.27648163329221,0.054908579464867,0.847507569658184,1.76989569615877
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes helvomaculatus","larva","SL","l_max",1.56,"SL",3.67718121552379,0.0887188039965689,0.812776151928417,1.91934765346977
"Actinopterygii","Clupeiformes","Clupeidae","Sardinella aurita","larva","SL","l_max",1.6,"SL",5.27966750641171,0.0478082696597609,0.815625378346048,1.96168491378301
"Actinopterygii","Perciformes","Carangidae","Trachurus symmetricus","larva","SL","l_max",1.6,"SL",5.30219415600652,0.0577646710368977,0.801525786105415,1.99619279596024
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes zacentrus","larva","SL","l_max",1.675,"SL",3.50502083253311,0.0833197204195825,0.819017038602922,2.04513449788201
"Actinopterygii","Myctophiformes","Myctophidae","Nannobrachium ritteri","adult","SL","l_max",12,"SL",5.21753816670108,0.0420774393121144,0.834909500490982,14.3728152487703
"Actinopterygii","Myctophiformes","Myctophidae","Nannobrachium ritteri","larva","SL","l_max",1.7,"SL",5.21753816670108,0.0420774393121144,0.834909500490982,2.03614882690913
"Actinopterygii","Perciformes","Gempylidae","Diplospinus multistriatus","adult","SL","l_max",33,"SL",15.823188860179,0.0354008522630266,0.919496686185104,35.8891994890309
"Actinopterygii","Perciformes","Gempylidae","Diplospinus multistriatus","juvenile","SL","l_max",16,"SL",15.823188860179,0.0354008522630266,0.919496686185104,17.4008239946816
"Actinopterygii","Perciformes","Gempylidae","Diplospinus multistriatus","larva","SL","l_max",1.74,"SL",15.823188860179,0.0354008522630266,0.919496686185104,1.89233960942163
"Actinopterygii","Perciformes","Gempylidae","Nesiarchus nasutus","adult","SL","l_max",130,"SL",10.4612468650755,0.0300351913126785,0.87906096239527,147.885079148294
"Actinopterygii","Perciformes","Gempylidae","Nesiarchus nasutus","juvenile","SL","l_max",25.4,"SL",10.4612468650755,0.0300351913126785,0.87906096239527,28.8944693105128
"Actinopterygii","Perciformes","Gempylidae","Nesiarchus nasutus","larva","SL","l_max",1.75,"SL",10.4612468650755,0.0300351913126785,0.87906096239527,1.99076068084242
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus maderensis","adult","SL","l_max",8.1,"SL",6.06699915722744,0.0821437739952277,0.769065335336972,10.5322651117163
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus maderensis","juvenile","SL","l_max",3.5,"SL",6.06699915722744,0.0821437739952277,0.769065335336972,4.55097875197619
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus maderensis","larva","SL","l_max",1.8,"SL",6.06699915722744,0.0821437739952277,0.769065335336972,2.34050335815918
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus warmingii","adult","SL","l_max",8.1,"SL",5.95778808142091,0.0724484697762948,0.755350796135803,10.7234943571089
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus warmingii","juvenile","SL","l_max",3.5,"SL",5.95778808142091,0.0724484697762948,0.755350796135803,4.63360867282483
