"prey_class","prey_order","prey_family","prey_sp","measure","adult","juvenile","larva","larva_adult","juve_adult"
"Actinopterygii","Argentiniformes","Bathylagidae","Bathylagoides wesethi","l_max",15.7127376077956,NA,2.5,15.9106583614027,NA
"Actinopterygii","Argentiniformes","Bathylagidae","Bathylagoides wesethi","l_min",NA,2.5,0.698343893679804,NA,NA
"Actinopterygii","Argentiniformes","Bathylagidae","Leuroglossus stilbius","l_max",15,NA,3.11418035248877,20.7612023499251,NA
"Actinopterygii","Argentiniformes","Bathylagidae","Leuroglossus stilbius","l_min",NA,3.11418035248877,0.346020039165419,NA,NA
"Actinopterygii","Ateleopodiformes","Ateleopodidae","Ateleopus natalensis","l_max",60,25.8,NA,NA,43
"Actinopterygii","Ateleopodiformes","Ateleopodidae","Ateleopus natalensis","l_min",NA,NA,NA,NA,NA
"Actinopterygii","Atheriniformes","Atherinidae","Atherinopsis californiensis","l_max",45,16,2.36274848635629,5.25055219190287,35.5555555555556
"Actinopterygii","Atheriniformes","Atherinidae","Atherinopsis californiensis","l_min",16,2.36274848635629,0.908749417829343,5.67968386143339,14.7671780397268
"Actinopterygii","Aulopiformes","Alepisauridae","Alepisaurus ferox","l_max",215,NA,NA,NA,NA
"Actinopterygii","Aulopiformes","Alepisauridae","Alepisaurus ferox","l_min",44,NA,NA,NA,NA
"Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus nikparini","l_max",146,43,NA,NA,29.4520547945205
"Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus nikparini","l_min",43,NA,NA,NA,NA
"Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus pharao","l_max",103.466278573886,81.803026497479,5.38886867572325,5.20833333333335,79.0625000000004
"Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus pharao","l_min",81.803026497479,5.38886867572325,0.38,0.464530490215678,6.58761528326745
"Actinopterygii","Aulopiformes","Chlorothalmidae","Chlorophthalmus agassizi","l_max",40,11.5,3,7.5,28.75
"Actinopterygii","Aulopiformes","Chlorothalmidae","Chlorophthalmus agassizi","l_min",11.5,3,0.79,6.8695652173913,26.0869565217391
"Actinopterygii","Aulopiformes","Notosudidae","Scopelosaurus hoedti","l_max",15.7987346714369,NA,NA,NA,NA
"Actinopterygii","Aulopiformes","Notosudidae","Scopelosaurus hoedti","l_min",12.6389877371495,NA,NA,NA,NA
"Actinopterygii","Aulopiformes","Omosudidae","Omosudis lowii","l_max",26.635115813539,NA,2,7.50888418883229,NA
"Actinopterygii","Aulopiformes","Omosudidae","Omosudis lowii","l_min",NA,2,NA,NA,NA
"Actinopterygii","Aulopiformes","Paralepididae","Arctozenus risso","l_max",32.7477223252604,NA,1.52822704184549,4.66666666666668,NA
"Actinopterygii","Aulopiformes","Paralepididae","Arctozenus risso","l_min",NA,1.52822704184549,0.545795372087673,NA,NA
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops ringens","l_max",21,NA,4.00053647638855,19.0501736970883,NA
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops ringens","l_min",NA,4.00053647638855,0.78,NA,NA
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops similis","l_max",20,NA,NA,NA,NA
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops similis","l_min",NA,NA,NA,NA,NA
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops sphyrenoides","l_max",29.0333441681739,18.6028464484966,5.41955757805913,18.6666666666667,64.074074074074
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops sphyrenoides","l_min",18.6028464484966,5.41955757805913,0.806481782449275,4.33526011560694,29.1329479768786
"Actinopterygii","Aulopiformes","Paralepididae","Lestrolepis intermedia","l_max",36.0761118547275,NA,4,11.0876693589025,NA
"Actinopterygii","Aulopiformes","Paralepididae","Lestrolepis intermedia","l_min",NA,4,0.8,NA,NA
"Actinopterygii","Aulopiformes","Paralepididae","Macroparalepis affinis","l_max",55,NA,NA,NA,NA
"Actinopterygii","Aulopiformes","Paralepididae","Macroparalepis affinis","l_min",NA,NA,NA,NA,NA
"Actinopterygii","Aulopiformes","Paralepididae","Magnisudis atlantica","l_max",63.5833173002259,11.0135388895034,3.97395733126412,6.25,17.3214285714285
"Actinopterygii","Aulopiformes","Paralepididae","Magnisudis atlantica","l_min",11.0135388895034,3.97395733126412,0.965103923307001,8.76288659793816,36.0824742268042
"Actinopterygii","Aulopiformes","Paralepididae","Paralepis coregonoides","l_max",56.1982852085063,12.87,3.3,5.87206529123865,22.9010546358307
"Actinopterygii","Aulopiformes","Paralepididae","Paralepis coregonoides","l_min",12.87,3.3,0.8,6.21600621600622,25.6410256410256
"Actinopterygii","Aulopiformes","Paralepididae","Paralepis speciosa","l_max",NA,NA,NA,NA,NA
"Actinopterygii","Aulopiformes","Paralepididae","Paralepis speciosa","l_min",NA,NA,NA,NA,NA
"Actinopterygii","Aulopiformes","Paralepididae","Sudis hyalina","l_max",100,40,NA,NA,40
"Actinopterygii","Aulopiformes","Paralepididae","Sudis hyalina","l_min",40,NA,NA,NA,NA
"Actinopterygii","Aulopiformes","Scopelarchidae","Scopelarchus analis","l_max",14.0319507043528,NA,2.56,18.2440777760563,NA
"Actinopterygii","Aulopiformes","Scopelarchidae","Scopelarchus analis","l_min",NA,NA,NA,NA,NA
"Actinopterygii","Beloniformes","Belonidae","Belone belone","l_max",103.5,28.5,2.23,2.15458937198068,27.536231884058
"Actinopterygii","Beloniformes","Belonidae","Belone belone","l_min",28.5,2.23,0.9,3.15789473684211,7.82456140350877
"Actinopterygii","Beloniformes","Belonidae","Strongylura exilis","l_max",91,NA,7.52345223414224,8.26752992762883,NA
"Actinopterygii","Beloniformes","Belonidae","Strongylura exilis","l_min",NA,7.52345223414224,0.685961821348263,NA,NA
"Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","l_max",44.7516792857244,25.3965779946486,4.47516792857244,10,56.75
"Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","l_min",25.3965779946486,4.47516792857244,0.559395991071554,2.20264317180616,17.6211453744493
"Actinopterygii","Beloniformes","Scomberesocidae","Scomberesox saurus saurus","l_max",55.7063187335586,11.1412637467117,2.78531593667793,5,20
"Actinopterygii","Beloniformes","Scomberesocidae","Scomberesox saurus saurus","l_min",11.1412637467117,2.78531593667793,0.668475824802703,6.00000000000001,25
"Actinopterygii","Beryciformes","Berycidae","Beryx splendens","l_max",70,33.2,1.90615071157445,2.72307244510636,47.4285714285714
"Actinopterygii","Beryciformes","Berycidae","Beryx splendens","l_min",33.2,1.90615071157445,0.190615071157445,0.574141780594714,5.74141780594714
"Actinopterygii","Beryciformes","Diretmidae","Diretmus argenteus","l_max",27.6,NA,2.00412035591945,7.26130563738931,NA
"Actinopterygii","Beryciformes","Diretmidae","Diretmus argenteus","l_min",NA,NA,0.943115461609152,NA,NA
"Actinopterygii","Clupeiformes","Clupeidae","Clupea pallasii","l_max",46,21.4,3.15104701063738,6.85010219703778,46.5217391304348
"Actinopterygii","Clupeiformes","Clupeidae","Clupea pallasii","l_min",21.4,3.15104701063738,0.678687048444974,3.17143480581764,14.7245187412962
"Actinopterygii","Clupeiformes","Clupeidae","Sardina pilchardus","l_max",27.5,14.2,2.48,9.01818181818182,51.6363636363636
"Actinopterygii","Clupeiformes","Clupeidae","Sardina pilchardus","l_min",14.2,2.48,0.28,1.97183098591549,17.4647887323944
"Actinopterygii","Clupeiformes","Clupeidae","Sardinella aurita","l_max",36,14.4,1.96168491378301,5.44912476050836,40
"Actinopterygii","Clupeiformes","Clupeidae","Sardinella aurita","l_min",14.4,1.96168491378301,0.367815921334314,2.55427723148829,13.6228119012709
"Actinopterygii","Clupeiformes","Clupeidae","Sardinops sagax","l_max",47.309269313544,10.7793271853644,2.89844130984244,6.12658227848101,22.7848101265822
"Actinopterygii","Clupeiformes","Clupeidae","Sardinops sagax","l_min",10.7793271853644,2.89844130984244,0.343740766911066,3.1888888888889,26.888888888889
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis capensis","l_max",15.3617088191079,9.5,NA,NA,61.8420783251879
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis capensis","l_min",9.5,NA,NA,NA,NA
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis encrasicolus","l_max",23.5535435247491,11.4234686095033,1.76651576435618,7.49999999999999,48.4999999999999
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis encrasicolus","l_min",11.4234686095033,1.76651576435618,0.317972837584112,2.78350515463917,15.4639175257732
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis japonicus","l_max",18,7.955,2.37046416377041,13.1692453542801,44.1944444444444
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis japonicus","l_min",7.955,2.37046416377041,0.29,3.64550597108737,29.7984181492195
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis mordax","l_max",29.1319362246502,11.2768785385743,4.69869939107262,16.1290322580645,38.7096774193549
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis mordax","l_min",11.2768785385743,4.69869939107262,0.293668711942039,2.60416666666667,41.6666666666666
"Actinopterygii","Gadiformes","Bregmacerotidae","Bregmaceros mcclellandi","l_max",10.5335310014569,NA,NA,NA,NA
"Actinopterygii","Gadiformes","Bregmacerotidae","Bregmaceros mcclellandi","l_min",2,NA,NA,NA,NA
"Actinopterygii","Gadiformes","Gadidae","Microgadus proximus","l_max",36.8008926583896,5.62269376354411,3.37844260470462,9.18032786885246,15.2786885245901
"Actinopterygii","Gadiformes","Gadidae","Microgadus proximus","l_min",5.62269376354411,3.37844260470462,0.325778394025088,5.79399141630901,60.0858369098713
"Actinopterygii","Gadiformes","Gadidae","Micromesistius poutassou","l_max",55.5,15,0.75,1.35135135135135,27.027027027027
"Actinopterygii","Gadiformes","Gadidae","Micromesistius poutassou","l_min",15,0.75,0.25,1.66666666666667,5
"Actinopterygii","Gadiformes","Lotidae","Gaidropsarus vulgaris","l_max",65,27,2,3.07692307692308,41.5384615384615
"Actinopterygii","Gadiformes","Lotidae","Gaidropsarus vulgaris","l_min",27,2,0.285,1.05555555555556,7.40740740740741
"Actinopterygii","Gadiformes","Merlucciidae","Merluccius productus","l_max",91,34,4.17687054297855,4.58996762964676,37.3626373626374
"Actinopterygii","Gadiformes","Merlucciidae","Merluccius productus","l_min",34,4.17687054297855,0.24,0.705882352941177,12.2849133617016
"Actinopterygii","Gadiformes","Moridae","Antimora rostrata","l_max",80,41,NA,NA,51.25
"Actinopterygii","Gadiformes","Moridae","Antimora rostrata","l_min",41,NA,NA,NA,NA
"Actinopterygii","Lampriformes","Trachipteridae","Desmodema polystictum","l_max",110,NA,2.75,2.5,NA
"Actinopterygii","Lampriformes","Trachipteridae","Desmodema polystictum","l_min",NA,2.75,NA,NA,NA
"Actinopterygii","Lampriformes","Trachipteridae","Trachipterus trachypterus","l_max",300,180,6.45477109240301,2.15159036413434,60
"Actinopterygii","Lampriformes","Trachipteridae","Trachipterus trachypterus","l_min",180,6.45477109240301,0.922110156057573,0.512283420031985,3.58598394022389
"Actinopterygii","Lophiiformes","Ceratiidae","Ceratias tentaculatus","l_max",88,NA,NA,NA,NA
"Actinopterygii","Lophiiformes","Ceratiidae","Ceratias tentaculatus","l_min",1.2,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Benthosema glaciale","l_max",13.392827940037,6.17630414710442,1.65134868775213,12.3300970873786,46.1165048543688
"Actinopterygii","Myctophiformes","Myctophidae","Benthosema glaciale","l_min",6.17630414710442,1.65134868775213,0.650137278642571,10.5263157894737,26.7368421052632
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus maderensis","l_max",10.5322651117163,4.55097875197619,2.34050335815918,22.2222222222222,43.20987654321
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus maderensis","l_min",5.72123043105578,2.34050335815918,0.650139821710884,11.3636363636364,40.9090909090909
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus townsendi","l_max",18.4,NA,1.87890584802416,10.2114448262183,NA
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus townsendi","l_min",NA,1.87890584802416,0.31,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus warmingii","l_max",10.7234943571089,4.63360867282483,2.3829987460242,22.2222222222222,43.2098765432099
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus warmingii","l_min",5.82510804583693,2.3829987460242,NA,NA,40.9090909090909
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus effulgens","l_max",6.05651485090635,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus effulgens","l_min",NA,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus lucidus","l_max",14.8054573546932,9,NA,NA,60.7883956867234
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus lucidus","l_min",9,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus luetkeni","l_max",10.3319749837103,4.81376107195593,NA,NA,46.590909090909
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus luetkeni","l_min",4.81376107195593,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus ostenfeldi","l_max",15.1991531126716,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus ostenfeldi","l_min",NA,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus perspicillatus","l_max",8.75602566659639,5,NA,NA,57.1035329313234
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus perspicillatus","l_min",5,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus theta","l_max",11.4,5.5,1.37,12.0175438596491,48.2456140350877
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus theta","l_min",5.5,1.37,0.29,5.27272727272727,24.9090909090909
"Actinopterygii","Myctophiformes","Myctophidae","Electrona risso","l_max",9.87679171420191,6.98602340760623,1.20448679441487,12.1951219512195,70.7317073170732
"Actinopterygii","Myctophiformes","Myctophidae","Electrona risso","l_min",6.98602340760623,1.20448679441487,0.457704981877649,6.55172413793103,17.2413793103449
"Actinopterygii","Myctophiformes","Myctophidae","Hygophum hygomii","l_max",8.30730748030719,5.8,1.20944623610355,14.5588235294118,69.8180489135516
"Actinopterygii","Myctophiformes","Myctophidae","Hygophum hygomii","l_min",5.8,NA,0.64748131831806,11.1634710054838,NA
"Actinopterygii","Myctophiformes","Myctophidae","Lampadena luminosa","l_max",23.646008112028,15,0.65,2.74887836001953,63.4356544619891
"Actinopterygii","Myctophiformes","Myctophidae","Lampadena luminosa","l_min",15,NA,0.38,2.53333333333333,NA
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctodes hectoris","l_max",8.67830631766314,NA,1.78525158534785,20.5714285714286,NA
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctodes hectoris","l_min",NA,1.78525158534785,0.47110805724457,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus alatus","l_max",7.6399870245504,4.508844801374,1.81606248944231,23.7704918032787,59.0163934426229
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus alatus","l_min",4.508844801374,1.81606248944231,0.29,6.43180266288223,40.2777777777779
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus crocodilus","l_max",36.5623221580871,12.1874407193624,2.4,6.56413449239616,33.3333333333334
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus crocodilus","l_min",12.1874407193624,2.4,0.648,5.31694893884088,19.6924034771884
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus intricarius","l_max",23.5757965890106,20.039427100659,2.40473125207908,10.2,85
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus intricarius","l_min",20.039427100659,2.40473125207908,0.813364982320866,4.05882352941177,12
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus mexicanus","l_max",NA,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus mexicanus","l_min",NA,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Lobianchia gemellarii","l_max",11.6327508512957,5.29296044801118,NA,NA,45.5005055611728
"Actinopterygii","Myctophiformes","Myctophidae","Lobianchia gemellarii","l_min",5.29296044801118,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Myctophum asperum","l_max",8.5,7,1.54,18.1176470588235,82.3529411764706
"Actinopterygii","Myctophiformes","Myctophidae","Myctophum asperum","l_min",7,NA,0.36,5.14285714285714,NA
"Actinopterygii","Myctophiformes","Myctophidae","Myctophum punctatum","l_max",13.094418579494,2.38080337808982,NA,NA,18.1818181818182
"Actinopterygii","Myctophiformes","Myctophidae","Myctophum punctatum","l_min",5.95200844522456,NA,0.595200844522456,10,NA
"Actinopterygii","Myctophiformes","Myctophidae","Nannobrachium regale","l_max",21,NA,2.28311847472327,10.8719927367775,NA
"Actinopterygii","Myctophiformes","Myctophidae","Nannobrachium regale","l_min",NA,2.28311847472327,0.365298955955723,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Nannobrachium ritteri","l_max",14.3728152487703,NA,2.03614882690913,14.1666666666667,NA
"Actinopterygii","Myctophiformes","Myctophidae","Nannobrachium ritteri","l_min",NA,2.03614882690913,0.359320381219258,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Notoscopelus kroyeri","l_max",17.2812688201792,11.3597151685094,NA,NA,65.7342657342657
"Actinopterygii","Myctophiformes","Myctophidae","Notoscopelus kroyeri","l_min",11.3597151685094,NA,NA,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Protomyctophum crockeri","l_max",4.55149002704557,NA,1.84519865961307,40.5405405405406,NA
"Actinopterygii","Myctophiformes","Myctophidae","Protomyctophum crockeri","l_min",NA,1.84519865961307,0.467450327101977,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Stenobrachius leucopsarus","l_max",13,6.5,2.3033876145252,17.7183662655785,50
"Actinopterygii","Myctophiformes","Myctophidae","Stenobrachius leucopsarus","l_min",6.5,2.55931957169466,0.767795871508399,11.8122441770523,39.3741472568409
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus barnardi","l_max",13.9839152931526,9.5,NA,NA,67.935194120146
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus barnardi","l_min",9.5,NA,0.65,6.84210526315789,NA
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus evermanni","l_max",9.50588222242958,NA,2.5071764361658,26.375,NA
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus evermanni","l_min",NA,NA,0.35,NA,NA
"Actinopterygii","Myctophiformes","Myctophidae","Tarletonbeania crenularis","l_max",12.7,5,2.64507730737492,20.8273803730309,39.3700787401575
"Actinopterygii","Myctophiformes","Myctophidae","Tarletonbeania crenularis","l_min",5,2.64507730737492,0.365678890420496,7.31357780840992,52.9015461474984
"Actinopterygii","Myctophiformes","Myctophidae","Triphoturus mexicanus","l_max",7.5,4.5,2.14231594862342,28.5642126483123,60
"Actinopterygii","Myctophiformes","Myctophidae","Triphoturus mexicanus","l_min",4.5,2.14231594862342,0.238035105402603,5.28966900894673,47.6070210805204
"Actinopterygii","Ophidiiformes","Aphyonidae","Barathronus parfaiti","l_max",NA,NA,NA,NA,NA
"Actinopterygii","Ophidiiformes","Aphyonidae","Barathronus parfaiti","l_min",NA,NA,NA,NA,NA
"Actinopterygii","Ophidiiformes","Ophdiidae","Chilara taylori","l_max",40.4,NA,7,17.3267326732673,NA
"Actinopterygii","Ophidiiformes","Ophdiidae","Chilara taylori","l_min",NA,7,0.36,NA,NA
"Actinopterygii","Osmeriformes","Microstomatidae","Nansenia macrolepis","l_max",20,NA,NA,NA,NA
"Actinopterygii","Osmeriformes","Microstomatidae","Nansenia macrolepis","l_min",NA,NA,NA,NA,NA
"Actinopterygii","Osmeriformes","Opisthoproctidae","Monacoa grimaldii","l_max",9.92921468707971,NA,NA,NA,NA
"Actinopterygii","Osmeriformes","Opisthoproctidae","Monacoa grimaldii","l_min",NA,NA,NA,NA,NA
"Actinopterygii","Osmeriformes","Osmeridae","Thaleichthys pacificus","l_max",34,16,4.32374042823507,12.7168836124561,47.0588235294118
"Actinopterygii","Osmeriformes","Osmeridae","Thaleichthys pacificus","l_min",16,4.32374042823507,0.494141763226866,3.08838602016791,27.0233776764692
"Actinopterygii","Perciformes","Ammodytidae","Ammodytes tobianus","l_max",10.4557309147228,3.3981125472849,1.20240905519312,11.5,32.4999999999999
"Actinopterygii","Perciformes","Ammodytidae","Ammodytes tobianus","l_min",3.3981125472849,1.20240905519312,0.209114618294455,6.15384615384614,35.3846153846154
"Actinopterygii","Perciformes","Anarhichadidae","Anarrhichthys ocellatus","l_max",240,50,Inf,Inf,20.8333333333333
"Actinopterygii","Perciformes","Anarhichadidae","Anarrhichthys ocellatus","l_min",50,Inf,NA,NA,Inf
"Actinopterygii","Perciformes","Blenniidae","Blennius ocellaris","l_max",20,9.73,NA,NA,48.65
"Actinopterygii","Perciformes","Blenniidae","Blennius ocellaris","l_min",9.73,NA,NA,NA,NA
"Actinopterygii","Perciformes","Bramidae","Brama brama","l_max",100,NA,1.32037692000532,1.32037692000532,NA
"Actinopterygii","Perciformes","Bramidae","Brama brama","l_min",NA,1.32037692000532,0.48,NA,NA
"Actinopterygii","Perciformes","Bramidae","Brama orcini","l_max",42,NA,NA,NA,NA
"Actinopterygii","Perciformes","Bramidae","Brama orcini","l_min",NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Bramidae","Pterycombus petersii","l_max",45.937961469899,12.6203190851371,1.11058807949206,2.41758241758241,27.4725274725275
"Actinopterygii","Perciformes","Bramidae","Pterycombus petersii","l_min",12.6203190851371,1.11058807949206,NA,NA,8.79999999999996
"Actinopterygii","Perciformes","Bramidae","Taractes asper","l_max",68.4922046065368,24.3832248399271,1.24655812383897,1.82,35.6
"Actinopterygii","Perciformes","Bramidae","Taractes asper","l_min",24.3832248399271,1.24655812383897,NA,NA,5.1123595505618
"Actinopterygii","Perciformes","Caproidae","Antigonia capros","l_max",30.5,12,NA,NA,39.344262295082
"Actinopterygii","Perciformes","Caproidae","Antigonia capros","l_min",12,NA,NA,NA,NA
"Actinopterygii","Perciformes","Caproidae","Capros aper","l_max",30,8.2,NA,NA,27.3333333333333
"Actinopterygii","Perciformes","Caproidae","Capros aper","l_min",8.2,NA,0.202,2.46341463414634,NA
"Actinopterygii","Perciformes","Carangidae","Decapterus macarellus","l_max",46,28.4836847673485,1.5,3.26086956521739,61.921053842062
"Actinopterygii","Perciformes","Carangidae","Decapterus macarellus","l_min",28.4836847673485,1.5,0.22,0.772371979948995,5.26617259056133
"Actinopterygii","Perciformes","Carangidae","Decapterus macrosoma","l_max",35,17.6,NA,NA,50.2857142857143
"Actinopterygii","Perciformes","Carangidae","Decapterus macrosoma","l_min",17.6,NA,NA,NA,NA
"Actinopterygii","Perciformes","Carangidae","Selene setapinnis","l_max",60,20.5,0.95,1.58333333333333,34.1666666666667
"Actinopterygii","Perciformes","Carangidae","Selene setapinnis","l_min",20.5,1.165,0.28,1.36585365853659,5.68292682926829
"Actinopterygii","Perciformes","Carangidae","Trachinotus ovatus","l_max",70,19.5,1.9,2.71428571428571,27.8571428571429
"Actinopterygii","Perciformes","Carangidae","Trachinotus ovatus","l_min",19.5,1.9,0.326,1.67179487179487,9.74358974358974
"Actinopterygii","Perciformes","Carangidae","Trachurus japonicus","l_max",50,17.1,1.32617249687705,2.6523449937541,34.2
"Actinopterygii","Perciformes","Carangidae","Trachurus japonicus","l_min",17.1,1.32617249687705,0.386263834041859,2.25885283065415,7.75539471857924
"Actinopterygii","Perciformes","Carangidae","Trachurus symmetricus","l_max",81,25,1.99619279596024,2.4644355505682,30.8641975308642
"Actinopterygii","Perciformes","Carangidae","Trachurus symmetricus","l_min",25,1.99619279596024,0.238295515017754,0.953182060071016,7.98477118384096
"Actinopterygii","Perciformes","Carangidae","Trachurus trachurus","l_max",70,23.9,3.0434055401226,4.34772220017514,34.1428571428571
"Actinopterygii","Perciformes","Carangidae","Trachurus trachurus","l_min",23.9,3.0434055401226,0.18,0.753138075313808,12.7339143938184
"Actinopterygii","Perciformes","Centrolophidae","Centrolophus niger","l_max",187.826915701525,56.8489464856616,NA,NA,30.2666666666667
"Actinopterygii","Perciformes","Centrolophidae","Centrolophus niger","l_min",56.8489464856616,NA,NA,NA,NA
"Actinopterygii","Perciformes","Centrolophidae","Icichthys lockingtoni","l_max",46,NA,1.95,4.23913043478261,NA
"Actinopterygii","Perciformes","Centrolophidae","Icichthys lockingtoni","l_min",NA,1.95,0.58,NA,NA
"Actinopterygii","Perciformes","Chiasmodontidae","Chiasmodon niger","l_max",29.9384245654508,NA,NA,NA,NA
"Actinopterygii","Perciformes","Chiasmodontidae","Chiasmodon niger","l_min",NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Coryphaenidae","Coryphaena hippurus","l_max",210,55.8,14,6.66666666666667,26.5714285714286
"Actinopterygii","Perciformes","Coryphaenidae","Coryphaena hippurus","l_min",55.8,14,0.474318419234418,0.850033009380677,25.089605734767
"Actinopterygii","Perciformes","Embiotocidae","Cymatogaster aggregata","l_max",20.3,5,NA,NA,24.6305418719212
"Actinopterygii","Perciformes","Embiotocidae","Cymatogaster aggregata","l_min",5,NA,NA,NA,NA
"Actinopterygii","Perciformes","Gempylidae","Diplospinus multistriatus","l_max",35.8891994890309,17.4008239946816,1.89233960942163,5.27272727272728,48.4848484848483
"Actinopterygii","Perciformes","Gempylidae","Diplospinus multistriatus","l_min",17.4008239946816,1.89233960942163,NA,NA,10.875
"Actinopterygii","Perciformes","Gempylidae","Gempylus serpens","l_max",110.491173119859,51.3783955007343,NA,NA,46.4999999999999
"Actinopterygii","Perciformes","Gempylidae","Gempylus serpens","l_min",51.3783955007343,NA,0.78,1.5181478370395,NA
"Actinopterygii","Perciformes","Gempylidae","Lepidocybium flavobrunneum","l_max",237.33400519218,30,NA,NA,12.6404136548859
"Actinopterygii","Perciformes","Gempylidae","Lepidocybium flavobrunneum","l_min",30,1.89867204153744,0.36786770804788,1.22622569349293,6.3289068051248
"Actinopterygii","Perciformes","Gempylidae","Nealotus tripes","l_max",29.0688749083811,17.4413249450287,NA,NA,60.0000000000001
"Actinopterygii","Perciformes","Gempylidae","Nealotus tripes","l_min",17.4413249450287,NA,1.04647949670172,5.99999999999999,NA
"Actinopterygii","Perciformes","Gempylidae","Nesiarchus nasutus","l_max",147.885079148294,28.8944693105128,1.99076068084242,1.34615384615385,19.5384615384615
"Actinopterygii","Perciformes","Gempylidae","Nesiarchus nasutus","l_min",28.8944693105128,1.99076068084242,0.398152136168484,1.37795275590551,6.88976377952757
"Actinopterygii","Perciformes","Gempylidae","Rexea prometheoides","l_max",46.4932403148315,NA,NA,NA,NA
"Actinopterygii","Perciformes","Gempylidae","Rexea prometheoides","l_min",NA,NA,NA,NA,NA
"Actinopterygii","Perciformes","Gempylidae","Thyrsitoides marleyi","l_max",200,113.755727503525,NA,NA,56.8778637517625
"Actinopterygii","Perciformes","Gempylidae","Thyrsitoides marleyi","l_min",113.755727503525,NA,NA,NA,NA
"Actinopterygii","Perciformes","Gobiidae","Rhinogobiops nicholsii","l_max",15,5.67208832000058,3.1511601777781,21.0077345185207,37.8139221333372
"Actinopterygii","Perciformes","Gobiidae","Rhinogobiops nicholsii","l_min",5.67208832000058,3.1511601777781,0.294,5.18327613065041,55.5555555555556
"Actinopterygii","Perciformes","Istiophoridae","Makaira mazara","l_max",500,130,1.16,0.232,26
"Actinopterygii","Perciformes","Istiophoridae","Makaira mazara","l_min",130,2.32,0.35,0.269230769230769,1.78461538461538
